1827,Big One, The (1997),Comedy|Documentary
1820,Proposition, The (1998),Drama
2761,Iron Giant, The (1999),Animation|Children's
1762,Deep Rising (1998),Action|Horror|Sci-Fi
3124,Agnes Browne (1999),Comedy|Drama
3201,Five Easy Pieces (1970),Drama
2112,Grand Canyon (1991),Crime|Drama
2214,Number Seventeen (1932),Thriller
343,Baby-Sitters Club, The (1995),Children's
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
3178,Hurricane, The (1999),Drama
2326,Shattered Image (1998),Drama|Thriller
2262,About Last Night... (1986),Comedy|Drama|Romance
463,Guilty as Sin (1993),Crime|Drama|Thriller
1923,There's Something About Mary (1998),Comedy
2957,Sparrows (1926),Drama
3385,Volunteers (1985),Comedy
3347,Never Cry Wolf (1983),Drama
1571,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance
1676,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
1566,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical
536,Simple Twist of Fate, A (1994),Drama
990,Maximum Risk (1996),Action|Adventure|Thriller
2995,House on Haunted Hill, The (1999),Horror
3294,Eaten Alive (1976),Horror
1514,Temptress Moon (Feng Yue) (1996),Romance
3211,Cry in the Dark, A (1988),Drama
700,Angus (1995),Comedy
3765,Hot Spot, The (1990),Drama|Romance
2942,Flashdance (1983),Drama|Romance
1876,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
2833,Lucie Aubrac (1997),Romance|War
1835,City of Angels (1998),Romance
2441,Hi-Lo Country, The (1998),Drama|Western
488,M. Butterfly (1993),Drama
233,Exotica (1994),Drama
2945,Mike's Murder (1984),Mystery
2306,Holy Man (1998),Comedy
1548,War at Home, The (1996),Drama
123,Chungking Express (1994),Drama|Mystery|Romance
3429,Creature Comforts (1990),Animation|Comedy
1953,French Connection, The (1971),Action|Crime|Drama|Thriller
1565,Head Above Water (1996),Comedy|Thriller
2054,Honey, I Shrunk the Kids (1989),Adventure|Children's|Comedy|Fantasy|Sci-Fi
3414,Love Is a Many-Splendored Thing (1955),Romance
639,Girl 6 (1996),Comedy
287,Nina Takes a Lover (1994),Comedy|Romance
2449,Garbage Pail Kids Movie, The (1987),Adventure|Children's
1639,Chasing Amy (1997),Drama|Romance
249,Immortal Beloved (1994),Drama|Romance
1793,Welcome to Woop-Woop (1997),Comedy
3738,Sugarland Express, The (1974),Drama
1957,Chariots of Fire (1981),Drama
1069,Murder, My Sweet (1944),Film-Noir|Thriller
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance
198,Strange Days (1995),Action|Crime|Sci-Fi
1233,Boat, The (Das Boot) (1981),Action|Drama|War
3042,Meatballs III (1987),Comedy
1479,Saint, The (1997),Action|Romance|Thriller
1122,Plutonium Circus (1995),Documentary
439,Dangerous Game (1993),Drama
1164,Two or Three Things I Know About Her (1966),Drama
1007,Apple Dumpling Gang, The (1975),Children's|Comedy|Western
2516,Children of the Corn III (1994),Horror
2859,Stop Making Sense (1984),Documentary
1970,Nightmare on Elm Street 3: Dream Warriors, A (1987),Horror
378,Speechless (1994),Comedy|Romance
2638,Mummy's Tomb, The (1942),Horror
3111,Places in the Heart (1984),Drama
1832,Heaven's Burning (1997),Action|Drama
178,Love & Human Remains (1993),Comedy
2844,Minus Man, The (1999),Drama|Mystery
1301,Forbidden Planet (1956),Sci-Fi
637,Sgt. Bilko (1996),Comedy
208,Waterworld (1995),Action|Adventure
294,Perez Family, The (1995),Comedy|Romance
3615,Dinosaur (2000),Animation|Children's
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
1055,Shadow Conspiracy (1997),Thriller
3162,Simpatico (1999),Comedy|Drama
2830,Cabaret Balkan (Bure Baruta) (1998),Drama
2908,Boys Don't Cry (1999),Drama
150,Apollo 13 (1995),Drama
893,Mother Night (1996),Drama
2827,Astronaut's Wife, The (1999),Sci-Fi|Thriller
1614,In & Out (1997),Comedy
986,Fly Away Home (1996),Adventure|Children's
1250,Bridge on the River Kwai, The (1957),Drama|War
223,Clerks (1994),Comedy
1085,Old Man and the Sea, The (1958),Adventure|Drama
3509,Black and White (1999),Drama
2709,Muppets From Space (1999),Children's|Comedy
218,Boys on the Side (1995),Comedy|Drama
3918,Hellbound: Hellraiser II (1988),Horror
2944,Dirty Dozen, The (1967),Action|War
3107,Backdraft (1991),Action|Drama
2938,Man Facing Southeast (Hombre Mirando al Sudeste) (1986),Drama
155,Beyond Rangoon (1995),Drama|War
3767,Missing in Action 2: The Beginning (1985),Action|War
1742,Caught Up (1998),Crime
2903,Psycho III (1986),Horror|Thriller
3225,Down to You (2000),Comedy|Romance
2031,$1,000,000 Duck (1971),Children's|Comedy
2587,Life (1999),Comedy
144,Brothers McMullen, The (1995),Comedy
1693,Amistad (1997),Drama
1510,Brother's Kiss, A (1997),Drama
1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama
2162,NeverEnding Story II: The Next Chapter, The (1990),Adventure|Children's|Fantasy
3872,Suddenly, Last Summer (1959),Drama
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
1991,Child's Play (1988),Horror
2525,Alligator (1980),Action|Horror|Sci-Fi
1381,Grease 2 (1982),Comedy|Musical|Romance
2092,Return of Jafar, The (1993),Animation|Children's|Musical
2524,Towering Inferno, The (1974),Action|Drama
1686,Red Corner (1997),Crime|Thriller
3751,Chicken Run (2000),Animation|Children's|Comedy
3617,Road Trip (2000),Comedy
396,Fall Time (1995),Drama
3069,Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972),Drama
2453,Boy Who Could Fly, The (1986),Drama|Fantasy
2286,Fiendish Plot of Dr. Fu Manchu, The (1980),Comedy
1542,Brassed Off (1996),Comedy|Drama|Romance
523,Ruby in Paradise (1993),Drama
2410,Rocky III (1982),Action|Drama
3766,Missing in Action (1984),Action|War
157,Canadian Bacon (1994),Comedy|War
3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance
3494,True Grit (1969),Adventure|Western
3516,Bell, Book and Candle (1958),Comedy|Romance
1395,Tin Men (1987),Comedy|Drama
1098,Search for One-eye Jimmy, The (1996),Comedy
2734,Mosquito Coast, The (1986),Drama
1340,Bride of Frankenstein (1935),Horror
450,With Honors (1994),Comedy|Drama
296,Pulp Fiction (1994),Crime|Drama
2479,Gloria (1999),Drama|Thriller
1673,Boogie Nights (1997),Drama
896,Wild Reeds (1994),Drama
3915,Girlfight (2000),Drama
591,Tough and Deadly (1995),Action|Drama|Thriller
1174,Grosse Fatigue (1994),Comedy
1176,Double Life of Veronique, The (La Double Vie de Véronique) (1991),Drama
2234,Let's Talk About Sex (1998),Drama
3712,Soapdish (1991),Comedy
3886,Steal This Movie! (2000),Drama
2793,American Werewolf in Paris, An (1997),Comedy|Horror
3121,Hitch-Hiker, The (1953),Film-Noir
1150,Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982),Drama
3000,Princess Mononoke, The (Mononoke Hime) (1997),Action|Adventure|Animation
1279,Night on Earth (1991),Comedy|Drama
2025,Lolita (1997),Drama|Romance
1255,Bad Taste (1987),Comedy|Horror
3945,Digimon: The Movie (2000),Adventure|Animation|Children's
3952,Contender, The (2000),Drama|Thriller
475,In the Name of the Father (1993),Drama
2622,Midsummer Night's Dream, A (1999),Comedy|Fantasy
1794,Love and Death on Long Island (1997),Comedy|Drama
3259,Far and Away (1992),Drama|Romance
2185,I Confess (1953),Thriller
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama
3584,Breathless (1983),Action|Drama|Romance|Thriller
780,Independence Day (ID4) (1996),Action|Sci-Fi|War
2816,Iron Eagle II (1988),Action|War
1082,Candidate, The (1972),Drama
2091,Return from Witch Mountain (1978),Children's|Sci-Fi
140,Up Close and Personal (1996),Drama|Romance
2195,Dirty Work (1998),Comedy
507,Perfect World, A (1993),Action|Drama
2822,Medicine Man (1992),Adventure|Romance
1921,Pi (1998),Sci-Fi|Thriller
1165,Bloody Child, The (1996),Drama|Thriller
3640,King in New York, A (1957),Comedy|Drama
2751,From the Hip (1987),Comedy
214,Before the Rain (Pred dozhdot) (1994),Drama
400,Homage (1995),Drama
3444,Bloodsport (1988),Action
2463,Ruthless People (1986),Comedy
393,Street Fighter (1994),Action
2202,Lifeboat (1944),Drama|Thriller|War
3270,Cutting Edge, The (1992),Drama
816,Two Deaths (1995),Drama
1740,Men of Means (1998),Action|Drama
263,Ladybird Ladybird (1994),Drama
955,Bringing Up Baby (1938),Comedy
474,In the Line of Fire (1993),Action|Thriller
2976,Bringing Out the Dead (1999),Drama|Horror
1083,Great Race, The (1965),Comedy|Musical
3213,Batman: Mask of the Phantasm (1993),Animation|Children's
3792,Duel in the Sun (1946),Western
918,Meet Me in St. Louis (1944),Musical
3813,Interiors (1978),Drama
3301,Whole Nine Yards, The (2000),Comedy|Crime
651,Superweib, Das (1996),Comedy
142,Shadows (Cienie) (1988),Drama
1424,Inside (1996),Action
2894,Romance (1999),Drama|Romance
3877,Supergirl (1984),Action|Adventure|Fantasy
2184,Trouble with Harry, The (1955),Mystery|Thriller
3418,Thelma & Louise (1991),Action|Drama
2061,Full Tilt Boogie (1997),Documentary
898,Philadelphia Story, The (1940),Comedy|Romance
3562,Committed (2000),Comedy|Drama
3507,Odd Couple, The (1968),Comedy
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
1482,Van, The (1996),Comedy|Drama
2462,Return of the Texas Chainsaw Massacre, The (1994),Horror
3875,Devil Rides Out, The (1968),Horror
158,Casper (1995),Adventure|Children's
2310,Mighty, The (1998),Drama
1787,Paralyzing Fear: The Story of Polio in America, A (1998),Documentary
2041,Condorman (1981),Action|Adventure|Children's|Comedy
3355,Ninth Gate, The (2000),Thriller
28,Persuasion (1995),Romance
1225,Amadeus (1984),Drama
2341,Dancing at Lughnasa (1998),Drama
3075,Repulsion (1965),Thriller
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy
403,Two Crimes (1995),Comedy|Crime|Drama
2003,Gremlins (1984),Comedy|Horror
1004,Glimmer Man, The (1996),Action|Thriller
783,Hunchback of Notre Dame, The (1996),Animation|Children's|Musical
2232,Cube (1997),Sci-Fi|Thriller
825,Echte Kerle (1996),Comedy|Romance
1256,Duck Soup (1933),Comedy|War
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi
777,Pharaoh's Army (1995),War
3774,House Party 2 (1991),Comedy
3790,Groove (2000),Drama
2581,Never Been Kissed (1999),Comedy|Romance
735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror
44,Mortal Kombat (1995),Action|Adventure
3726,Assault on Precinct 13 (1976),Action|Thriller
2158,Henry: Portrait of a Serial Killer, Part 2 (1996),Crime|Horror
1392,Citizen Ruth (1996),Comedy|Drama
2980,Men Cry Bullets (1997),Drama
1100,Days of Thunder (1990),Action|Romance
171,Jeffrey (1995),Comedy
2552,My Boyfriend's Back (1993),Comedy
3005,Bone Collector, The (1999),Thriller
1977,Friday the 13th: The Final Chapter (1984),Horror
2985,Robocop (1987),Action|Crime|Sci-Fi
3860,Opportunists, The (1999),Crime
1927,All Quiet on the Western Front (1930),War
1259,Stand by Me (1986),Adventure|Comedy|Drama
188,Prophecy, The (1995),Horror
1969,Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985),Horror
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
2076,Blue Velvet (1986),Drama|Mystery
3465,That's Life! (1986),Drama
1657,Wonderland (1997),Documentary
392,Secret Adventures of Tom Thumb, The (1993),Adventure|Children's
2120,Needful Things (1993),Drama|Horror
3027,Slaughterhouse 2 (1988),Horror
3051,Anywhere But Here (1999),Drama
397,Fear, The (1995),Horror
1831,Lost in Space (1998),Action|Sci-Fi|Thriller
712,Captives (1994),Drama
1862,Species II (1998),Horror|Sci-Fi
879,Relic, The (1997),Horror
414,Air Up There, The (1994),Comedy
253,Interview with the Vampire (1994),Drama|Horror
935,Band Wagon, The (1953),Comedy|Musical
3083,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama
2991,Live and Let Die (1973),Action
1922,Whatever (1998),Drama
3616,Loser (2000),Comedy|Romance
2856,I Saw What You Did (1965),Thriller
1653,Gattaca (1997),Drama|Sci-Fi|Thriller
3317,Wonder Boys (2000),Comedy|Drama
1967,Labyrinth (1986),Adventure|Children's|Fantasy
1509,All Over Me (1997),Drama
2206,Suspicion (1941),Mystery|Thriller
1716,Other Voices, Other Rooms (1997),Drama
1294,M*A*S*H (1970),Comedy|War
2776,Marcello Mastroianni: I Remember Yes, I Remember (1997),Documentary
1349,Nosferatu a Venezia (1986),Horror
1623,Wishmaster (1997),Horror
3246,Malcolm X (1992),Drama
1350,Omen, The (1976),Horror
1412,Some Mother's Son (1996),Drama
1483,Crash (1996),Drama|Thriller
3458,Blood and Sand (Sangre y Arena) (1989),Drama|Romance
1081,Victor/Victoria (1982),Comedy|Musical
3610,Roustabout (1964),Musical
3906,Under Suspicion (2000),Crime
1180,Hear My Song (1991),Comedy
2300,Producers, The (1968),Comedy|Musical
3073,Sandpiper, The (1965),Drama|Romance
2543,Six Ways to Sunday (1997),Comedy
380,True Lies (1994),Action|Adventure|Comedy|Romance
2243,Broadcast News (1987),Comedy|Drama|Romance
2048,Great Mouse Detective, The (1986),Animation|Children's
2738,Crimes of the Heart (1986),Comedy|Drama
1689,Man Who Knew Too Little, The (1997),Comedy|Mystery
2015,Absent Minded Professor, The (1961),Children's|Comedy|Fantasy
1705,Guy (1996),Drama
1792,U.S. Marshalls (1998),Action|Thriller
3485,Autopsy (Macchie Solari) (1975),Horror
25,Leaving Las Vegas (1995),Drama|Romance
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
3499,Misery (1990),Horror
2518,Night Shift (1982),Comedy
704,Quest, The (1996),Action|Adventure
3758,Communion (1989),Drama|Sci-Fi|Thriller
3371,Bound for Glory (1976),Drama
1508,Traveller (1997),Drama
618,Two Much (1996),Comedy|Romance
1125,Return of the Pink Panther, The (1974),Comedy
3673,Benji the Hunted (1987),Adventure|Children's
2710,Blair Witch Project, The (1999),Horror
1674,Witness (1985),Drama|Romance|Thriller
3057,Where's Marlowe? (1999),Comedy
1468,Booty Call (1997),Comedy|Romance
2679,Finding North (1999),Drama|Romance
3354,Mission to Mars (2000),Sci-Fi
1162,Ruling Class, The (1972),Comedy
3038,Face in the Crowd, A (1957),Drama
3762,Daughter of Dr. Jeckyll (1957),Horror
3054,Pokémon: The First Movie (1998),Animation|Children's
1568,MURDER and murder (1996),Crime|Drama|Mystery
2585,Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998),Drama|Romance
1589,Cop Land (1997),Crime|Drama|Mystery
3260,Howards End (1992),Drama
487,Lightning Jack (1994),Comedy|Western
3356,Condo Painting (2000),Documentary
2350,Heart Condition (1990),Comedy
1298,Pink Floyd - The Wall (1982),Drama|Musical|War
601,Wooden Man's Bride, The (Wu Kui) (1994),Drama
331,Tom & Viv (1994),Drama
2017,Babes in Toyland (1961),Children's|Fantasy|Musical
3472,Horror Hotel (a.k.a. The City of the Dead) (1960),Horror
2597,Lost & Found (1999),Comedy|Romance
1764,Tainted (1998),Comedy|Thriller
3374,Daughters of the Dust (1992),Drama
137,Man of the Year (1995),Documentary
1668,One Night Stand (1997),Drama
3941,Sorority House Massacre (1986),Horror
1105,Children of the Corn IV: The Gathering (1996),Horror
250,Heavyweights (1994),Children's|Comedy
3570,Last September, The (1999),Drama
1883,Bulworth (1998),Comedy
911,Charade (1963),Comedy|Mystery|Romance|Thriller
3226,Hellhounds on My Trail (1999),Documentary
826,Diebinnen (1995),Drama
2217,Elstree Calling (1930),Comedy|Musical
3873,Cat Ballou (1965),Comedy|Western
3046,Incredibly True Adventure of Two Girls in Love, The (1995),Comedy|Romance
3425,Mo' Better Blues (1990),Drama
3686,Flatliners (1990),Thriller
3858,Cecil B. Demented (2000),Comedy
2339,I'll Be Home For Christmas (1998),Comedy|Romance
3566,Big Kahuna, The (2000),Comedy|Drama
3544,Shakes the Clown (1991),Comedy
3552,Caddyshack (1980),Comedy
3365,Searchers, The (1956),Western
2629,Love Letter, The (1999),Comedy|Romance
2014,Freaky Friday (1977),Children's|Comedy
702,Faces (1968),Drama
1268,Pump Up the Volume (1990),Drama
2937,Palm Beach Story, The (1942),Comedy
237,Forget Paris (1995),Comedy|Romance
1425,Fierce Creatures (1997),Comedy
948,Giant (1956),Drama
491,Man Without a Face, The (1993),Drama
1695,Artemisia (1997),Drama
1396,Sneakers (1992),Crime|Drama|Sci-Fi
3529,Postman Always Rings Twice, The (1981),Crime|Thriller
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
1881,Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
1871,Friend of the Deceased, A (1997),Comedy|Drama
3062,Longest Day, The (1962),Action|Drama|War
59,Confessional, The (Le Confessionnal) (1995),Drama|Mystery
875,Nothing to Lose (1994),Drama
3722,Live Virgin (1999),Comedy
1397,Bastard Out of Carolina (1996),Drama
2662,War of the Worlds, The (1953),Action|Sci-Fi|War
2491,Simply Irresistible (1999),Comedy|Romance
1382,Marked for Death (1990),Action|Drama
522,Romper Stomper (1992),Action|Drama
3331,My Tutor (1983),Drama
3849,Spiral Staircase, The (1946),Thriller
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's
1326,Amityville II: The Possession (1982),Horror
3856,Autumn Heart (1999),Drama
3018,Re-Animator (1985),Horror
302,Queen Margot (La Reine Margot) (1994),Drama|Romance
1559,Next Step, The (1995),Drama
1767,Music From Another Room (1998),Drama|Romance
212,Bushwhacked (1995),Comedy
2876,Thumbelina (1994),Animation|Children's
2969,Man and a Woman, A (Un Homme et une Femme) (1966),Drama|Romance
3479,Ladyhawke (1985),Adventure|Fantasy|Romance
3010,Rosetta (1999),Drama
3791,Footloose (1984),Drama
2114,Outsiders, The (1983),Drama
3267,Mariachi, El (1992),Action|Thriller
1464,Lost Highway (1997),Mystery
854,Ballad of Narayama, The (Narayama Bushiko) (1958),Drama
2522,Airport '77 (1977),Drama
1857,Real Blonde, The (1997),Comedy
3187,Trans (1998),Drama
836,Chain Reaction (1996),Action|Adventure|Thriller
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2323,Cruise, The (1998),Documentary
312,Stuart Saves His Family (1995),Comedy
1503,8 Heads in a Duffel Bag (1997),Comedy
590,Dances with Wolves (1990),Adventure|Drama|Western
2832,Lost Son, The (1999),Drama
3619,Hollywood Knights, The (1980),Comedy
2264,We're No Angels (1989),Drama
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
186,Nine Months (1995),Comedy
1130,Howling, The (1980),Horror
1841,Gingerbread Man, The (1998),Drama|Thriller
3223,Zed & Two Noughts, A (1985),Drama
1806,Paulie (1998),Adventure|Children's|Comedy
592,Batman (1989),Action|Adventure|Crime|Drama
884,Sweet Nothing (1995),Drama
92,Mary Reilly (1996),Drama|Thriller
3500,Mr. Saturday Night (1992),Comedy|Drama
3747,Jesus' Son (1999),Drama
2501,October Sky (1999),Drama
1684,Mrs. Dalloway (1997),Romance
2008,This World, Then the Fireworks (1996),Crime|Drama|Film-Noir
650,Moll Flanders (1996),Drama
2276,Soldier's Daughter Never Cries, A (1998),Drama
1833,Mercury Rising (1998),Action|Drama|Thriller
3898,Bait (2000),Action|Comedy
2141,American Tail, An (1986),Animation|Children's|Comedy
3937,Runaway (1984),Sci-Fi|Thriller
747,Stupids, The (1996),Comedy
1002,Ed's Next Move (1996),Comedy
3256,Patriot Games (1992),Action|Thriller
307,Three Colors: Blue (1993),Drama
448,Fearless (1993),Drama
3582,Jails, Hospitals & Hip-Hop (2000),Drama
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
982,Picnic (1955),Drama
2759,Dick (1999),Comedy
60,Indian in the Cupboard, The (1995),Adventure|Children's|Fantasy
2906,Random Hearts (1999),Drama|Romance
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
3934,Kronos (1957),Sci-Fi
1974,Friday the 13th (1980),Horror
1476,Private Parts (1997),Comedy|Drama
807,Rendezvous in Paris (Rendez-vous de Paris, Les) (1995),Comedy|Romance
2706,American Pie (1999),Comedy
96,In the Bleak Midwinter (1995),Comedy
458,Geronimo: An American Legend (1993),Drama|Western
1143,Three Lives and Only One Death (1996),Comedy
2670,Run Silent, Run Deep (1958),War
2961,Story of Us, The (1999),Comedy|Drama
2430,Mighty Joe Young (1949),Adventure|Children's|Drama
3176,Talented Mr. Ripley, The (1999),Drama|Mystery|Thriller
2803,Pelican Brief, The (1993),Thriller
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy
1089,Reservoir Dogs (1992),Crime|Thriller
1471,Boys Life 2 (1997),Drama
3702,Mad Max (1979),Action|Sci-Fi
2954,Penitentiary (1979),Drama
