3362,F,25,0,90212
680,M,25,12,37013
2079,M,1,10,45241
1081,M,18,4,68144-2410
3501,F,35,7,30309
5149,M,35,1,10012
3407,F,45,5,60050
4105,M,50,7,34243
828,M,18,4,70817
1567,M,25,12,06511
1178,M,56,0,48186
2185,M,45,17,27502
4587,M,35,14,07920
4978,M,35,14,68108
3685,M,25,5,55100
1493,F,25,14,60657
1047,M,18,0,62225
677,M,50,2,94122
2495,F,18,4,56401
258,M,25,7,55436
1925,M,50,7,92886
4563,F,25,6,22903
2529,F,35,9,95903
459,F,18,4,55105
5065,M,25,14,28715
504,M,25,2,17003
2212,M,18,4,80521
5637,M,1,10,11102
2512,F,45,14,36109
2264,F,45,7,37877
2966,F,25,4,48104
2582,F,25,1,97201
2366,F,45,16,01532
638,M,25,6,77584
2838,M,18,1,95864
1273,M,35,2,19123
556,F,25,9,37221
5385,M,25,12,85226
4892,M,25,12,55405
2187,M,45,16,60126
5832,F,25,0,78240
1987,M,25,17,62629
5974,F,25,1,32303
812,M,25,6,37930
4394,M,25,4,43402
479,M,25,12,55042
3498,M,25,17,28052
3881,M,18,2,44515
5222,M,25,12,94501
1088,F,1,10,98103
1795,M,18,17,20724
3757,M,25,7,92612
1943,M,18,4,91501
4322,F,50,6,75605
2265,M,56,13,60506
166,M,18,4,92802
2827,M,25,17,94063
5372,M,25,4,10549
1463,M,50,16,92612-3417
3466,M,25,14,94306
237,M,25,6,46835
4051,M,18,14,01604
2824,M,18,4,02111
2794,M,25,2,20036
3936,F,35,12,01464
942,F,50,6,85716
2674,M,25,4,94110
3475,M,25,14,33133
2773,M,35,2,78766
5658,M,56,0,32043
564,M,45,1,49419
1303,M,25,19,94111
1937,M,25,11,92335
4439,M,35,6,37664
217,M,18,4,22903
3176,M,25,17,95129
645,M,35,20,11215
3646,M,35,20,98106
2762,M,50,16,63131
3433,M,18,12,55113
2452,M,45,7,01545
4460,M,25,14,70005
5523,M,35,0,60187
5509,M,25,0,11215
5202,M,18,4,02871
1023,M,56,13,92675
3578,M,50,3,96714
1913,M,25,17,95126
5136,M,25,12,91106
2657,F,1,10,47403
267,M,45,12,55001
2647,F,35,11,15116
4080,M,35,1,48912
3097,F,25,5,10021
936,M,18,4,34567
3111,M,18,4,56520
4277,M,35,16,98133
48,M,25,4,92107
3211,M,50,16,20015
4326,F,45,13,94931
1675,F,25,6,97116
3060,F,35,1,92705
5630,M,35,17,06854
330,M,56,7,92065
1694,M,25,12,98116
1757,M,25,4,75206
2413,F,56,7,06118
2688,M,25,17,54915
687,F,25,7,14136
2663,F,25,4,02215
319,F,50,6,33436
2783,M,45,17,78750
3125,M,25,7,10025
1584,M,25,19,45701
4045,M,56,13,40511
1620,M,25,20,48009
4883,F,1,10,02906
2836,M,25,12,07974
1285,M,35,4,98125
4625,M,25,7,92691
5775,M,25,11,10024
4414,M,25,4,40504
2318,M,56,7,48114
1163,M,1,10,70448
1042,M,35,5,92801
476,M,35,0,55127
3664,F,35,1,94043
2377,M,35,0,06108
2848,M,25,0,47401
4112,M,45,18,47129
590,F,35,6,98032
4991,F,56,14,91791
4622,M,25,12,55433
2409,F,35,9,06074
4844,M,45,7,03840
1991,M,25,20,48309
1143,M,50,7,94024
1471,M,25,17,11106
3019,M,50,12,97330
421,F,45,3,55125
1155,M,25,12,90278
5387,F,25,1,45056
4456,F,35,2,49770
3694,M,25,12,28227
2538,M,56,13,37923
2218,M,35,17,64153
5717,M,25,0,03766
3303,M,56,17,06405
5185,F,35,4,44485
5720,M,25,0,60610
444,M,56,0,55108
5951,M,18,4,77005
4550,M,18,16,24541
1794,M,25,11,20878
1681,M,18,4,78705
738,M,18,17,99205
3158,M,25,15,15217
5757,M,1,10,05667
2510,M,25,7,37930
5370,M,25,12,98074
2922,M,25,17,52402
3834,M,18,2,02322
1249,M,35,2,94587
3544,F,25,4,92507
5204,M,50,13,56342
1219,M,25,7,12206
2868,M,35,12,94025
1043,F,50,11,87004
1928,M,1,10,94501
1142,M,18,1,43623
1435,M,25,14,48103
1186,M,18,19,98502
1942,M,35,5,04901
4074,M,35,6,78746
5627,M,25,0,07040
3266,F,25,4,95616
2167,F,25,6,95833
1869,M,45,14,95148
5786,M,25,6,53211
171,F,50,17,55441
1378,F,45,7,21044
3603,F,35,7,78704
5256,M,25,16,30269
1875,M,35,12,94107
4985,M,35,0,29063
3533,M,25,2,55344
4210,M,25,17,85710
5073,M,56,2,93950
2659,M,35,14,01060
925,F,35,3,48073
1179,M,50,1,91030
5267,M,35,7,20191
1383,F,25,7,19806
2141,F,50,16,48706
2137,F,1,10,00681
4280,M,35,17,27587
2229,M,45,0,61821
1704,M,25,4,98926
5168,M,35,7,01720
1513,F,35,16,95003
3755,F,50,14,08810
2326,M,18,4,01040
845,F,18,0,20009
3819,M,25,12,36115
4898,M,25,1,27713
579,M,25,5,32839
4444,F,25,12,80126
1764,M,18,0,75149
1478,M,1,10,92620
2618,F,18,4,53538
3515,M,35,3,55042
4605,M,25,15,92656
464,F,18,4,55455
151,F,25,20,85013
5614,M,25,0,12833
4072,M,50,6,93111
2668,F,25,4,94110
3567,M,25,14,54915
2009,F,35,7,60625
3584,M,18,0,76543
1182,M,1,10,91326
1253,F,35,20,76205
4330,F,45,6,85719
3827,M,50,2,87020
676,M,18,16,55129
2123,F,35,0,13064
1900,M,56,12,94109
5659,M,25,0,20874
4050,M,35,6,60061
1792,F,25,2,53523
3156,M,35,7,07663
394,M,18,0,55013
1354,F,25,2,94040
2005,M,18,4,58601
1589,M,25,0,95136
1506,M,25,7,08550
5708,M,35,1,90034
3531,F,25,11,55409
728,M,25,6,11598
3316,M,1,19,92557
2551,M,25,12,98133
1976,M,35,5,58703
255,M,35,0,85310
2769,M,25,7,20170
5818,M,25,4,92821
1949,M,18,17,92595
4425,M,35,7,98607
3777,M,18,4,23112
888,F,1,10,08820
4477,M,25,7,98908
116,M,25,17,55744
2881,F,25,12,77019
4449,M,25,12,27513
5736,M,25,1,08904
3907,F,18,14,22201
4407,M,18,4,02143
4295,M,18,18,90605
5479,M,35,1,50014
3307,M,50,6,90640
2787,M,25,4,60614
1882,M,35,16,92352
4790,F,25,2,94133
973,F,25,1,80026
2814,M,35,7,02127
5059,M,45,16,22652
3264,F,25,1,94536
3562,F,25,6,32812
3849,M,35,0,14086
4373,M,50,12,32920
114,F,25,2,83712
2933,M,35,11,32082
4684,F,25,0,04473
2839,M,25,17,10003
5105,M,50,7,18977
1997,M,25,0,84108
4491,M,18,4,52405
4957,M,25,2,48197
2347,M,35,1,48116
5875,M,25,4,19103
4507,M,18,4,61820
2223,M,25,2,60123
1742,M,25,15,08109
5039,F,35,4,97068
1158,F,35,1,98026
5177,M,45,14,30005
5417,M,18,17,19030
923,M,25,7,37212
6036,F,25,15,32603
5376,M,25,17,94538
4485,M,25,4,64112
856,F,45,6,02453
3144,F,25,7,85260
3672,M,35,5,08406
1740,M,56,1,96153
1365,F,1,10,61665
5313,M,56,0,55406
2998,F,25,1,45241
2790,M,25,20,85013
3811,M,25,15,98103
1540,M,45,0,97214
6002,M,50,0,43231
2105,M,25,1,24060
3133,M,18,4,33720
4133,M,45,4,77009
3700,M,25,14,10021
2852,M,25,12,98037
2011,F,35,3,01545
1551,M,25,11,20008
2942,F,50,1,93103
3497,F,35,2,94109
3588,M,25,2,90068
4240,M,35,17,55330
5833,F,35,0,78253
4033,M,25,6,43551
5859,M,25,7,89117
5852,F,25,1,94044
3875,M,25,0,66605
2133,F,1,10,01607
489,M,18,4,55455
650,M,25,17,49445
4378,M,18,17,06040
1264,M,25,1,53711
1077,M,25,3,60660
3203,M,35,0,90254
4039,M,25,16,97401
4463,M,50,7,07405
2973,F,18,4,48108
864,F,25,0,97205
3438,F,25,0,78735
2522,M,18,11,60614
1438,M,18,2,21222
1967,M,50,7,92116
5936,M,18,4,37130
3291,F,25,7,27516
810,M,25,12,98006
65,M,35,12,55803
130,M,35,17,50021
4834,F,45,9,03862
4548,M,18,2,27514
1821,M,25,20,43315
3039,F,50,3,33611
4528,M,25,14,27605
414,M,25,0,55317
2697,F,50,17,87031
4218,M,50,17,23233
352,M,18,4,60115
1502,M,18,4,12188
1773,M,18,4,07030
5745,F,18,4,90024
4765,F,35,16,03301
825,M,56,1,39532
3887,M,18,4,80513
5200,F,35,15,43065
4445,M,25,3,19806
511,F,45,4,15232
1275,M,50,17,39567
2606,M,50,7,34285
5110,M,35,15,78250
1206,F,50,7,33764
3177,F,25,6,94132
5684,M,18,16,94110
5361,F,50,16,92026
591,M,25,0,76201
4924,F,35,0,99801
2150,F,18,4,22904
4519,M,50,7,38135
4469,F,45,12,92037
3377,M,25,17,03570
5673,F,35,1,55417
2775,F,18,4,90038
4877,M,25,4,94703
3055,F,25,3,98501
3170,M,25,0,08461
4026,M,25,7,68164
1637,M,56,0,90049
1744,M,35,12,50325
954,F,25,0,21030
4131,M,45,7,97720
4547,M,18,12,02115
3922,M,18,4,53211
5093,M,50,7,19047
308,M,25,2,10025
1819,F,35,12,45249
2336,M,35,18,13146
1337,M,56,17,97146
1384,M,18,10,98058
713,M,35,7,79912
4734,M,50,1,93105
652,M,18,20,12222
4704,M,18,20,02601
437,M,35,17,55030
599,M,50,6,53711
1702,M,18,10,97303
5228,M,1,0,75070
4161,M,45,0,90404
1156,F,50,2,33334
1639,M,25,17,95405
875,M,1,10,94707
5622,M,35,15,01775
1555,F,18,0,20008
710,M,25,20,85207
5512,F,25,17,01701
4188,M,50,7,74137
2407,M,35,16,11358
5359,M,18,16,27705
3376,M,35,16,10803
2803,M,25,7,94022
1393,M,18,4,06430
272,M,18,0,80302
1000,F,25,6,90027
1074,M,45,17,48073
5017,M,35,12,91104
5574,M,25,0,20878
1729,M,25,7,53715
1585,M,56,20,92315
2526,M,56,13,37923
2951,F,35,14,94303
2110,M,50,11,46802
1229,F,25,4,48219
5448,M,45,19,60626
4260,M,25,16,59079
4245,M,50,12,44286
5078,M,45,7,19067
2603,M,25,17,19126
1406,M,25,4,91911
2695,M,35,11,46033
4069,M,35,15,19406
1377,M,35,16,65270
2633,F,35,9,07728
2158,M,25,12,60618
3032,M,25,0,47303
1169,M,25,20,94402
2470,M,35,18,52001
4656,M,25,17,94041
847,F,25,7,80228
3650,M,25,0,60611
4054,M,35,3,68122
2126,M,56,14,02632
221,F,25,0,94063
4180,M,56,13,13502
3190,M,1,17,97062
4534,M,18,4,72202
3527,M,25,0,53213
4053,M,25,18,36264
2205,F,25,7,10016
3183,M,50,7,60510
1189,M,25,0,85712
5772,M,35,7,16365
2319,M,35,7,48104
5382,M,18,4,07461
5481,M,45,12,55449
953,M,50,20,97030
72,F,45,0,55122
2306,F,18,4,02138
1655,M,18,4,94507
5908,M,25,4,19711
1713,M,25,0,47421
5084,M,18,4,10013
806,M,35,0,34990
97,F,35,3,66210
2240,M,45,12,64117
4164,M,35,1,50677
4145,F,50,1,78681
5482,M,18,7,10014
1413,M,18,3,98122
2399,M,35,17,11355
1419,F,25,1,95336
3555,M,56,7,55430
3026,F,18,4,45750
3638,M,25,2,90038
316,M,56,13,90740
4137,M,25,7,91941
4272,M,45,17,37923
3897,M,56,17,92069
938,F,25,1,01060
1420,M,18,4,01375
5633,M,50,1,98262
5915,M,18,4,58102
376,M,35,1,80026
4728,M,25,19,31401
4872,M,45,1,03909
1843,M,25,12,10014
4798,M,25,1,19335
5598,M,18,4,27607
1396,F,25,12,94530
885,M,35,0,48105
5918,M,25,12,55105
3404,M,25,8,95380
3824,M,25,17,32308
4281,M,56,13,92120
413,M,25,11,55409
3016,M,18,12,78759
1621,M,25,4,11423
79,F,45,0,98103
802,M,25,16,22801
3409,M,25,4,48127
1588,M,25,11,22043
5374,M,35,7,38018
5009,F,45,16,65441
5044,F,35,6,23507
2889,M,35,3,55104
3311,M,25,4,90039
2676,M,56,20,78731
5122,M,25,0,20009
1309,M,25,14,76051
231,M,25,3,55455
690,M,25,12,90717
2022,M,25,7,60137
805,M,35,12,37211
297,M,18,2,97211
195,M,25,12,10458
641,F,35,0,55116
2807,F,35,11,22043
16,F,35,0,20670
5191,F,25,4,55455
2301,F,25,12,02478
5094,M,18,10,67206
1975,M,18,4,97361
181,M,18,17,33186
1503,M,25,12,92688
2853,M,1,1,444555
1581,F,18,4,10003
1277,F,18,0,06360
3280,M,25,7,33486
2525,F,35,1,37922
3753,M,25,7,42518
523,M,50,7,55105
3756,M,18,12,53188
5987,M,25,16,10003
5233,M,25,5,97213
5336,M,56,7,75041
4207,M,35,1,90731
1154,F,1,10,53545
1938,F,25,2,91351
3278,M,35,7,10014
956,M,35,1,55104
2157,F,18,3,45244
129,M,25,11,20164
4657,M,45,14,55416
4517,F,18,1,48067
1580,F,18,4,76201
2266,F,50,2,48118
3647,M,25,7,80202
1752,M,25,3,96813
1110,F,56,6,77005
1658,F,35,6,94214
1347,F,18,1,11375
5016,F,35,1,89447
5312,M,25,1,10463
2411,F,35,14,01536
1965,M,56,17,48304
4496,M,45,2,06513
4941,M,56,20,44281
311,M,18,4,31201
243,M,25,16,11576
497,F,25,17,55412
3516,M,18,4,42101
4018,F,45,20,75214
235,M,25,0,98153
150,M,35,7,98144
2357,F,35,14,13316
3098,M,25,4,55112
2983,M,18,4,97850
5146,M,56,1,04240
1357,M,45,0,34116
4573,M,50,16,11963
4816,F,45,6,04240
196,F,35,9,94587
4754,F,18,0,91107
1726,M,25,2,60160
4598,F,35,3,48237
3861,M,18,4,12604
3135,M,25,15,12345
587,M,25,20,92649
2309,F,45,0,08901
1802,M,18,4,22903
4993,M,45,17,54022
2539,M,35,7,32444
2117,M,56,13,49307
5573,F,35,1,14619
298,F,18,4,19010
1848,M,35,5,10011
3623,M,35,11,43209
909,M,45,7,92831
4059,M,25,14,80232
3435,M,45,1,48867
3090,M,25,2,90004
467,F,35,3,55075
265,F,35,7,55116
2508,F,35,3,77429
125,M,45,14,01701
1855,M,18,4,93004
961,M,18,10,10016
3063,M,18,4,03106
2800,F,18,4,73070
5942,M,45,1,01867
1360,M,25,20,14895
1653,M,18,0,94044
3202,F,18,4,24060
4854,F,50,13,03851
2201,M,56,20,46804
1458,M,1,0,08055
1986,M,50,13,91977
3649,F,25,0,94115
3959,F,45,1,03768
2823,M,25,4,02452
5829,F,25,4,78223
4306,M,45,7,67301
5866,F,25,6,06114
2675,M,35,18,98664
2088,M,50,7,60618
4224,F,45,1,48198
985,M,25,4,32608
648,F,25,12,94131
5475,M,25,4,94110
2297,M,56,13,52003
1902,M,25,19,93536
1187,F,1,0,90210
3680,F,25,1,94939
2346,F,1,10,48105
1418,M,18,4,48197
2343,F,45,1,01604
5682,M,18,0,23455-4959
4864,M,18,20,63132
1750,M,50,5,10128
2976,M,18,20,86001
2270,M,18,1,14620
1102,M,18,1,55408
4389,M,25,4,48072
720,M,18,0,55129
1442,M,18,2,12345
3613,M,25,0,37205
708,M,25,0,37042
5419,F,18,12,05055
3505,F,25,15,55455
4005,M,35,7,12110
2557,F,18,19,02452
3682,F,50,1,10706
4698,F,25,6,55417
2095,M,56,13,58504
1552,M,45,20,10021
121,M,35,7,75229
4857,M,25,14,23434
2423,F,45,9,01520
4849,F,18,4,44515
4740,F,25,3,38134
238,F,50,7,90291
2045,F,1,0,24179
480,F,18,4,55422
526,M,45,17,94806
751,F,25,17,97201
2575,M,35,7,76248
6024,M,25,12,53705
1920,F,35,7,80122
436,M,18,4,43023
3614,M,25,0,45458
1468,M,1,14,19147
4891,M,35,17,94132
5511,M,45,1,92407
3257,M,25,14,94105
4255,M,50,12,13041
1682,M,25,2,98102
3033,M,18,4,02906
2617,F,45,15,60081
1003,M,25,2,19320
2771,M,18,1,92037
1844,F,18,4,53711
2064,M,35,1,01020
3525,F,18,4,02142
5459,F,1,10,99016
5831,M,25,1,92120
863,M,25,7,62522
2122,M,35,12,61614
4609,F,25,4,53951
4128,M,35,6,60025
887,F,56,16,55345
1561,F,18,4,11214
2103,M,35,12,03062
4578,M,25,0,02134
1687,M,25,3,85013
5375,M,25,0,02131
800,F,35,12,72032
4545,M,25,16,47274
664,M,35,18,74601
5377,F,18,3,10017
105,M,45,12,90277
3885,M,25,12,92728
3724,M,35,6,77083
1857,M,1,10,92106
2272,M,25,0,71731
3096,F,45,3,38028
1870,M,56,13,85248
4486,M,35,8,98674
1607,M,45,1,02135
1289,M,45,6,78750
3911,M,18,0,92037
1724,M,18,4,00961
2768,M,25,17,90210
2544,M,45,1,52001
5103,F,35,16,78222
520,F,35,20,55104
4649,M,56,13,10025
4593,F,45,1,43202
614,M,35,1,90024
1321,F,25,14,34639
3314,M,25,7,06516
4021,M,50,20,95236
208,M,35,17,55432
5901,F,35,7,92075
3565,M,25,18,53572
3332,M,25,7,06854
2964,M,25,17,07030
1412,M,25,17,94089
4504,F,25,0,65775
1948,M,1,10,93111
3937,M,56,2,92020
5167,M,18,15,06114
347,F,56,1,55305
790,M,25,17,45694
1956,M,35,0,44280
4468,F,35,7,75601
46,M,18,19,75602
5616,M,45,1,08840
1812,F,25,12,48103
1912,M,25,4,91325
1452,F,56,13,90732
5491,M,18,7,10016
266,M,35,11,75229
119,F,1,10,77515
206,M,25,17,20194
1484,M,25,12,07054
3658,F,25,7,07090
3331,F,25,7,06854
3129,M,25,7,21117
3627,F,35,1,85287
5100,M,50,6,193122042
5326,M,25,2,55408
2422,F,50,9,02865
2465,M,50,6,44333
1214,M,56,13,94558
5643,F,35,1,84108
1197,M,35,1,44077
302,M,18,4,04901
1888,M,35,12,95124
549,M,25,6,53217
5422,M,50,7,94114
515,M,25,1,55406
2994,M,35,5,95008
4915,M,25,12,91423
3932,M,25,7,49221
5849,M,35,17,97124
4874,F,25,4,70808
1013,M,56,13,02576
5005,M,45,16,92807
5002,M,25,17,90505
3044,M,35,16,77301
5661,F,25,15,03255
3120,M,18,4,55414
754,M,35,7,38024
50,F,25,2,98133
4644,M,50,1,19481
1566,M,35,16,77550
3140,F,25,4,78728
3411,M,18,4,02139
1497,M,50,5,80220
1886,M,25,12,94086
3223,M,25,20,10014
5501,M,25,2,33334
5845,F,25,3,79411
4799,F,18,4,02809
1141,F,25,3,84770
707,M,35,7,17740
1846,M,45,12,95051
1345,F,25,2,75070
329,M,35,7,02115
2311,F,25,4,22902
4508,M,25,20,15701
3394,M,35,7,90069
5965,M,25,17,77449
2562,M,18,0,98021
919,F,35,1,92056
2953,M,25,20,23225
5128,M,50,7,94709
1597,M,25,12,10002
499,F,25,1,55108
3611,M,25,2,84321
1971,F,25,14,80230
4142,M,56,7,01040
3980,M,25,4,66762
395,M,18,5,55104
740,M,25,14,24551
6040,M,25,6,11106
2129,M,25,5,04103
2083,M,18,4,64920
4003,M,56,13,46143
692,F,25,0,85207
4319,M,35,7,44125
527,F,25,2,11201
1964,F,25,6,89523
1180,F,50,20,95503
997,M,1,19,15748
155,M,35,12,07470
1963,F,50,9,91941
4206,F,35,1,22947
3605,M,18,12,60640
5108,F,25,9,93940
2622,F,35,6,27516
3503,M,18,4,59715
1316,M,50,2,50310
24,F,25,7,10023
2175,M,25,4,99217
3451,F,25,11,94117
4381,M,25,4,65804
1666,M,25,14,15241
1746,M,25,4,33157
4845,F,25,1,55413
5899,M,35,17,30024
3867,M,35,3,45215
1800,M,18,4,70118
2381,F,35,9,13066
3616,M,45,0,33759
2641,M,25,6,19428
1504,M,18,19,22030
5914,M,35,2,91344
3267,M,25,4,78705
2454,M,18,0,97005
2477,M,45,0,42420
4689,M,18,12,02215
1366,M,1,10,89509
1508,F,1,10,94539
2067,M,50,16,06430
1133,M,18,2,90038
57,M,18,19,30350
2724,F,45,2,27514
4628,F,56,6,23225
4310,M,25,4,57006
2596,M,50,7,48152
2174,M,50,12,87505
4354,M,35,14,78611
3842,F,35,16,92054
5790,F,35,0,55303
2608,F,25,1,10025
3977,M,35,14,22180
113,M,18,12,37032
4617,F,25,6,55433
2614,M,25,7,15205
2485,M,35,14,95746
3353,M,35,17,92688
5088,M,25,17,38111
3094,M,35,0,30030
3165,M,35,7,60611
3152,M,18,4,61801
3703,M,18,12,97402
3465,M,25,14,45383
3486,F,18,0,98225
6012,M,35,15,02871
4327,M,35,17,37221
593,F,50,1,91711
700,M,50,17,14650
163,M,18,4,85013
4048,F,35,1,89431
4510,M,45,7,92503
2263,M,25,6,70508
5793,M,25,2,91602
2322,F,56,13,48105
1144,M,25,7,94025
4851,M,18,17,44406
2785,M,56,13,29928
1258,M,45,7,20879
5828,M,25,17,90048
2972,M,25,4,97330
1379,F,56,13,93448
3218,M,56,6,48070
4692,F,25,7,78703
2813,M,25,20,55406
6022,M,25,17,57006
1763,M,35,7,76248
2950,M,18,0,72761
2727,M,25,11,60603
1284,M,45,16,33334
1150,F,25,20,75226
5165,M,35,6,91103
1560,F,25,3,85226
5314,F,25,0,94107
2436,M,25,7,22902
140,F,35,1,55107
4123,F,25,4,46807
2692,F,18,4,14620
1305,M,45,20,94121
5303,F,56,6,45504
1453,M,25,14,19444
4560,M,25,0,69301
2738,F,50,2,22181
4929,M,45,1,63105
1919,M,1,0,94525
3015,M,56,6,62707
5650,F,35,12,91104
4501,M,25,17,94118
4687,M,35,14,01746
5287,M,25,8,85203
492,M,25,12,55112
2161,F,35,2,95521
3615,M,25,17,76028
20,M,25,14,55113
2804,F,35,0,46234
1830,M,18,4,12180
5746,M,18,15,94061
5438,M,25,14,60048
102,M,35,19,20871
