1064,3316
4328,2922
210,1610
524,569
3875,3754
3191,2196
3807,1653
5049,3160
3524,2598
2762,3053
2223,2004
3118,2571
4514,2485
3290,2676
90,457
2060,45
5335,1189
1168,153
6036,2130
4227,2416
3228,661
2900,2762
4277,3566
4272,2699
5605,2028
1912,674
5193,2394
749,2605
2933,2762
2304,1961
3693,457
2669,3755
1137,3623
3808,1845
4617,39
210,1499
476,2613
1842,2208
1015,3927
3411,2505
5262,2474
3290,3408
1239,1213
1274,3088
1701,2023
5988,800
3012,2490
2055,527
3849,1580
3410,930
710,2701
2167,2968
2059,111
414,1927
931,84
3177,236
3002,1190
1116,807
3149,3484
4186,2010
1274,3000
5437,3702
3760,2764
3201,2011
580,2404
2276,1747
4335,2463
164,920
1988,3559
1383,2539
4673,1997
3313,2890
4887,2439
1685,570
5319,2986
5182,1453
1322,3196
1747,965
5584,1214
955,1393
148,1088
1897,1968
3957,2987
3945,316
928,3060
1086,852
410,2108
3013,1135
5748,1089
4983,1012
939,1580
268,1100
1320,1304
5029,3246
4497,2208
3208,1961
2030,1252
1387,899
2913,1187
2165,3535
2082,802
4832,2717
3626,2605
4014,2424
3705,1235
3464,2424
1586,110
5550,1130
1944,1210
4887,802
2122,3418
5359,296
1532,1845
5680,1262
3937,2987
830,3894
4957,370
1211,858
195,29
3892,1603
1362,2948
5498,2359
2030,1250
4028,1240
504,3253
549,920
3191,3476
4115,2423
1243,1590
6006,2291
2361,1172
1273,1162
5306,1792
5220,2746
352,2395
5026,1517
4079,1626
3457,2028
603,3408
2854,3859
2635,104
3183,1385
1001,3852
3548,3753
4994,1215
1699,541
3853,2000
1173,2701
3391,3388
4310,1466
4984,1794
744,1394
4200,589
3659,1358
2811,3467
4387,2366
3704,1081
1941,3599
4585,736
5268,3701
4796,357
2323,1221
2410,337
1546,79
5413,2116
643,2395
6034,3435
2541,1445
2129,2898
702,2791
2022,1927
4821,590
5448,2871
528,2011
3792,547
3402,1358
1627,3509
5322,86
4417,1127
3539,1273
732,3755
2503,3564
2962,1978
1343,2966
1239,590
4786,2761
1449,3646
4194,45
2993,1231
398,2797
4755,2355
1088,2070
1676,1032
5791,2599
2507,1258
4207,2248
5500,3039
5790,2628
3108,485
2383,1079
2102,370
1203,1289
964,588
3859,2841
5599,1233
1996,1198
5908,296
5172,2640
4448,913
531,3916
2526,1214
5954,3447
1156,2805
950,1750
5510,480
3105,1097
4682,1299
6036,728
1320,3265
4425,2917
2374,1262
2457,3638
5482,1721
3902,1387
792,3918
1500,235
3842,2917
5659,1541
3083,3326
3687,3256
3380,21
3585,2873
2788,3049
3031,122
4668,3702
1231,2997
3847,2961
4274,587
2663,223
2662,1090
5530,2857
1880,3361
1835,1414
935,2707
5111,3145
4488,2815
4447,2732
2896,2771
2038,2371
4201,2797
2303,788
724,2376
556,2141
2754,2779
5650,1278
955,1590
1069,435
3129,3785
5277,1610
1262,3147
2258,2648
2252,3928
70,2605
4335,3100
2838,1228
4064,2472
5561,317
1614,3489
3189,2815
3825,2746
2232,3770
3806,606
5738,2880
5747,502
380,3114
2922,541
5227,648
721,1286
1473,2916
1181,1321
2962,2983
5955,1380
3721,58
6030,173
3967,1958
5002,2015
1837,3662
328,1479
4868,1374
3916,296
6040,2150
95,2542
4426,3504
4821,1101
3129,2081
5860,3590
3679,2918
954,919
2030,799
4625,1573
5223,1320
4186,1205
4260,1381
5232,2997
776,3671
724,1721
3792,3793
2653,2761
3841,2004
4884,920
4865,3307
4344,2646
5000,1374
1735,2137
1666,1466
4153,126
731,178
5441,3735
4893,1200
2359,3354
2496,277
648,3799
329,461
1957,858
181,2105
934,3714
3635,852
5018,110
3110,2344
3993,2450
4816,3051
5775,3254
1029,2971
3940,3763
4140,852
1285,1374
3029,260
922,1267
1649,1213
1451,1968
5874,1079
198,1690
2786,733
5312,1968
2258,1588
3601,48
2776,431
721,2011
5283,1527
3640,3785
1791,2859
4831,1172
4695,1746
3308,2990
5648,2572
3521,1254
192,280
5242,2628
53,319
4933,1701
3208,2890
2235,11
984,3633
2056,1722
5710,1747
1714,29
2121,3753
5728,3543
1912,3257
3942,2378
2156,986
5643,1537
5317,7
3565,2986
4776,36
2188,1483
3224,1508
5020,110
5472,3494
4064,1984
5015,2866
5708,2916
1605,1625
1712,3255
3963,899
5176,3286
3253,1103
1383,3552
3378,2709
1569,1084
1676,466
1358,2009
957,2571
2659,898
4086,1022
4621,2355
2030,2366
5254,208
1252,924
4116,257
3801,1321
1142,593
3603,2701
4635,2064
5074,2024
3476,3016
4808,2077
3884,1647
4098,1375
5355,858
4900,3115
744,2710
3519,3538
3763,2879
1112,356
3655,2100
4150,47
4800,3448
889,2805
3621,594
2451,1291
1125,457
1285,1376
2629,2288
3741,2005
5605,1784
48,442
2383,947
2073,457
3625,3510
1884,1185
2593,996
4260,2067
1063,1573
2492,2087
4917,1199
1131,920
4213,2278
4032,2968
732,762
5082,3681
3592,3478
5056,1230
4224,2080
1764,3254
3683,2640
4089,3176
5501,3144
148,1276
4985,3274
4933,3084
4386,208
1255,2071
327,2324
5679,748
2009,3327
3539,2672
582,2976
4681,2469
601,2617
1912,3639
1100,2040
1470,104
818,2126
3833,3301
5084,2799
1198,333
4448,1964
1975,3091
5550,1304
3778,3424
563,3878
1112,3623
2962,381
5530,2072
4381,2078
1050,3893
3697,3461
4053,1199
3773,1953
102,3915
3618,3101
2486,1694
3029,2883
1194,180
268,2707
770,198
1372,1973
2240,2664
352,588
4491,2676
5621,1209
4732,2160
1449,1735
619,3911
1470,2968
1216,111
1294,368
192,553
1727,3462
2041,1732
3380,265
3123,1373
1916,1956
4482,2078
1824,1682
3997,2364
3170,1259
1695,163
3084,3276
2097,104
2156,266
5397,1387
4277,549
673,58
1667,1518
5000,1704
5950,1746
4140,2377
2316,1135
1128,194
4344,914
2420,1201
1413,1573
2857,366
2346,1210
5208,1210
2398,230
3976,2694
326,1263
1741,3713
261,802
2619,590
226,920
728,1213
1685,1293
3965,2273
4951,1304
3340,2094
1912,2990
752,272
4056,3246
3509,318
403,1213
3026,1136
3836,2329
3103,3801
118,2248
2983,786
4260,2572
3453,858
4598,3213
2603,3450
1807,1704
2592,2617
2064,1263
1837,3802
56,3246
235,978
3644,2280
1033,3316
3067,170
4561,1610
5852,2433
3391,1866
4637,216
343,2012
1207,24
4227,3698
377,480
3705,1123
1698,2929
3562,2858
3778,2042
5736,1217
4183,1833
4508,3249
1727,3175
1631,708
3981,1094
2181,3071
5550,442
4156,2808
855,2900
4961,2427
5522,2020
4227,2707
3335,1784
2567,1214
3180,39
4218,1407
752,34
2190,778
4962,3
1215,260
5891,2858
5492,3408
5605,1907
4078,3203
238,923
4100,1304
3506,527
3110,919
1635,2186
53,1246
5717,2010
1764,1996
5451,1221
3427,1617
392,2161
4867,457
5011,588
3475,2664
1941,2647
3336,3269
4217,2027
3757,647
2100,1888
5294,1148
4386,3578
2455,2093
1712,1247
5530,2692
3184,3112
3051,1921
1311,2083
1260,2640
4357,594
3208,2407
5042,1079
329,1588
1219,61
58,2529
3946,2338
4054,1099
3491,2856
3682,1220
411,2710
1470,3853
2793,1834
2402,2616
2581,2427
5880,913
5178,1288
4906,3705
3370,2
1579,586
1451,210
2969,785
3940,225
2909,520
1879,350
1992,1485
4877,3360
4875,150
1675,2700
5910,1683
984,459
3211,223
157,3361
859,3481
2332,3467
3752,3007
4867,2384
4124,1381
5267,1374
3053,1116
5722,2367
1209,3753
169,1500
4685,1225
5074,1179
4721,2355
2478,1211
133,1614
2042,1020
5366,2019
53,1627
4312,3552
3720,2707
2206,2997
3620,2373
1579,1381
4296,2395
1173,2396
4001,224
2419,3179
549,2990
2833,2355
3154,3114
50,524
5664,185
3759,1091
1854,648
1128,930
5626,1208
2777,22
2793,1350
4482,260
2858,258
5369,377
4276,2470
2211,1207
5981,573
4514,527
5090,1009
4958,2582
780,1088
4666,2447
5136,6
6016,2072
4298,1132
4869,1580
5826,1288
3323,1247
1172,2427
824,913
5775,608
5595,1210
5074,2891
355,1907
5263,1201
438,355
496,593
5026,3557
1029,299
1298,588
1112,3114
3705,1303
338,2403
3967,1378
2830,2550
402,3617
1639,2455
2231,3873
3734,2002
1004,1713
4064,2321
4167,1779
5583,1240
1203,1603
5684,2735
5347,196
2365,2247
1912,1954
2972,2571
4022,1968
1172,1974
24,2396
2063,177
406,802
5809,1230
1941,1582
4861,1210
2583,2478
5107,1081
1809,2572
4303,3727
3796,1272
4796,2626
5108,1994
6026,318
1325,2393
4846,1127
1125,3483
2295,1367
2567,466
1755,2143
5853,1617
5536,1320
1717,1917
5878,2702
73,2867
4471,805
4506,3100
3971,2108
3790,1228
137,196
180,1094
4502,2054
4064,1333
2112,2025
676,2571
4508,1097
2003,2078
1812,2088
4747,517
754,2291
4064,2841
2106,2125
3074,3717
531,2724
1465,1801
3542,3617
4071,3506
1034,2059
5111,910
3411,3253
3672,2858
1261,23
4452,2291
5233,2963
2895,1954
4834,3785
1938,2099
1194,1673
4116,1179
4124,2193
3567,1214
4599,3114
3483,3510
1941,2338
999,3710
4567,2324
5433,3629
3140,2555
5878,2312
4618,1274
4090,3633
2378,532
1368,3534
4234,3671
4285,886
38,48
4697,2485
5353,3408
5470,3752
2967,1307
1670,3361
343,1387
2091,1270
3618,1246
824,1395
5787,2529
3841,3635
199,1653
1836,3608
3816,2747
4337,3273
4488,3792
2597,3363
3823,3370
1097,2916
225,2883
4950,913
5367,3477
1861,2640
2685,260
4284,1385
5056,160
5031,1641
4449,1097
2885,1307
5367,1953
4354,3267
3159,2000
985,2987
1284,2835
3520,1258
1606,1841
1117,3717
3835,25
2907,1394
3800,2161
4164,1260
4866,551
1837,2682
3105,1234
4243,1752
2225,3623
5511,903
5345,2094
2030,2202
3594,1429
4979,502
2140,1221
1010,3671
2792,539
1505,3055
3203,2455
537,3730
3111,2060
4222,3359
1586,2993
2679,2565
987,3260
4095,1923
343,2378
5848,199
5548,3481
3025,1772
3261,2054
4928,39
3140,491
5683,1499
3065,1912
2031,1965
3280,3176
4333,1320
949,1590
2720,1372
5046,1247
3261,3273
5801,1625
5172,1552
5985,2248
3507,303
424,2726
2489,1961
5715,2948
3574,3663
494,2788
5916,905
3391,1258
4225,319
3201,1732
5329,1291
1117,3844
3824,2916
971,1321
2599,2987
3778,605
2031,345
4156,485
2620,377
456,1209
2090,1297
5745,593
3925,1213
1896,2359
4126,1047
639,1197
3842,905
1004,3704
1741,390
1556,3723
6016,1586
3841,2369
3224,2574
5100,2463
28,1968
4305,2844
5761,1230
3864,1036
5331,2424
4502,2297
3507,2473
4083,1209
1592,3699
1836,1183
4754,3710
1207,1978
1141,1642
5990,1247
1968,1196
1359,2137
1886,266
1723,480
4345,2443
519,1225
1790,1374
4823,50
3756,1580
3515,3096
2041,1261
5529,538
5703,922
4181,1888
1793,1222
4589,2919
3745,1895
251,3448
3686,3298
1182,1090
300,1234
1448,2236
1095,1962
5475,1276
3658,982
3518,595
1087,2359
5555,2641
3063,2643
17,2288
1699,608
905,608
2907,748
4171,3210
1976,1266
2946,2202
3377,882
869,3190
3129,3763
604,849
4567,541
5627,971
2946,647
4313,1263
5763,1408
2564,2396
4085,2412
5978,2394
3244,3825
3824,3692
2621,1307
5220,1193
531,1485
587,1093
5100,60
3503,2137
1369,1610
319,1476
1757,165
2402,1197
2282,3005
5046,1228
1300,1717
3044,837
4103,920
333,39
1880,1032
3320,3034
6009,832
590,3747
1737,327
1377,2041
2774,2879
2109,3751
3007,2291
2862,2770
299,912
2104,3363
1675,596
3715,1031
3916,1476
1242,28
1181,3947
1524,1722
3940,474
528,3909
855,2395
3866,1732
5765,2762
2221,39
3164,3754
5366,785
3871,1265
3032,2322
4415,2688
1836,1250
2498,1240
5576,918
300,1945
2041,1284
4981,296
2625,3660
2376,1959
2523,2080
2627,599
3868,1457
5265,715
4644,1641
5843,3549
4933,2657
2572,508
202,434
4922,2716
5082,3735
196,3515
3469,1721
587,3177
4728,1177
5000,1265
5180,3416
3654,1769
3380,1263
2205,2710
1128,2020
5720,474
1470,442
5658,1396
1952,1264
1354,1188
4091,2167
4015,2096
2121,1544
1712,3386
601,2504
3592,1136
5321,3683
4662,2424
3090,1144
151,3702
3905,1824
3882,2025
3453,2278
4921,1610
742,1580
2976,3689
5526,3733
1528,3285
4804,3730
4250,2948
4946,1947
352,1095
3550,2700
1733,1981
1321,2133
4591,25
1399,2058
3808,1839
2820,1645
5026,2134
5476,2076
4006,2454
2073,45
1203,1673
4285,656
1340,383
5483,3697
1203,3489
4771,1288
2860,1252
1667,493
1825,2263
4862,377
753,1806
4633,986
3311,1167
3208,1378
5468,1966
1714,1295
3320,153
1314,105
424,1663
1488,780
5874,1917
2010,1485
1470,1502
158,922
4831,3629
631,2161
2,647
2808,3578
5857,2470
1125,1580
5614,1476
2144,3440
3201,1292
3087,1438
4255,923
4505,1129
1692,2018
5831,3701
3789,1213
4916,2770
5605,1517
3847,1206
3751,2100
4750,1380
2396,2599
5289,913
1425,3509
731,637
2969,2959
4048,1235
352,1762
1863,593
4520,3107
2157,616
651,3032
4390,2858
5558,3555
3988,585
5643,342
798,1128
1181,3498
5077,448
134,21
3271,3608
2674,2291
549,1295
4952,778
4886,2759
5445,1261
3557,2428
2170,3398
1912,2336
3311,3869
5204,2054
1902,3418
4347,2331
5027,2683
2868,2716
5239,1225
461,1784
2226,2706
5780,1527
45,195
4447,160
5335,1994
3147,3825
2015,1183
3118,457
4784,3396
1935,3897
1279,266
3311,736
1058,1954
587,2329
5054,62
4081,1265
3841,2717
3493,2457
4277,1261
3266,1270
854,288
3309,1688
6016,3507
3724,3639
1087,908
690,2712
2995,1262
4208,915
855,453
1744,1950
2507,3006
62,2762
4253,3505
4414,2502
1794,1358
3773,1394
3026,11
5394,2336
830,1387
4860,1046
5008,538
4001,2142
2271,1552
4277,1961
173,3002
3158,3386
1613,1449
1207,377
5704,3088
2223,161
4497,3113
5479,3098
3201,1980
368,201
5754,357
5875,2
661,1258
5402,1944
4335,1835
3336,2605
2166,1282
2742,1240
5938,1215
3760,2454
5795,1405
4345,3649
3727,2735
4454,2571
5819,589
3689,1089
2418,237
1542,832
1749,2690
5103,1307
4765,2096
4804,3741
4386,1701
3210,480
5862,2699
3993,2000
4054,2856
3389,2826
4747,1667
839,3022
5916,1391
1249,2529
3868,2706
5700,2858
4855,2617
1697,300
2453,1597
2934,3420
477,2402
4535,1259
4344,2395
3035,3755
1340,2551
4080,1240
5010,3643
1727,2947
2142,1422
403,1219
3224,95
2962,2206
303,3481
3423,3175
1812,3072
635,1244
3490,2804
205,1834
5172,1060
192,377
5287,1129
1147,3354
4553,35
2423,914
5488,344
5706,2710
4088,3174
3978,1250
5950,1261
5459,532
3848,3186
3808,2902
17,3700
5060,3733
2071,3044
4331,434
3546,1391
4950,2949
556,592
424,2378
729,1610
326,3252
2899,2664
3477,1441
3821,47
2783,527
3085,32
2105,1172
2223,1777
5627,608
4697,1867
1780,1587
1125,3146
1521,1625
3940,1959
3567,480
4869,32
5103,1370
37,2081
1012,2950
73,1923
5393,110
1624,1591
4343,172
1051,356
955,538
952,1035
659,529
4072,2447
2681,2383
4381,2657
549,3511
5961,105
5447,898
2541,3548
319,2245
2181,362
4754,3667
4167,919
2053,3927
5000,2959
424,1333
3612,1101
5469,329
1317,2496
1137,150
4884,317
291,1955
643,3005
2181,2903
2634,300
4556,2004
5405,1296
4313,2028
2589,1527
3046,2699
1658,1645
3876,2908
1301,3889
5675,2109
3032,1351
1358,1196
3556,474
509,1186
4858,3534
1467,2688
2063,512
1903,1244
1635,2530
1647,466
3821,954
6035,230
792,1199
1866,2433
5831,3401
3603,1201
1836,34
2247,1127
5306,1552
1142,1952
278,3918
3308,1091
5317,50
6036,2908
1099,3274
4996,3703
148,1391
4277,3801
1666,1167
3453,2384
5942,2324
4384,2291
3860,2288
3629,1251
2793,3113
1323,3091
1680,3664
687,1876
4995,110
4277,165
3841,3029
4258,2718
4167,1274
1905,1185
4808,1831
225,3556
1676,3745
4430,224
4083,3703
4141,1625
550,3827
5548,1111
5396,47
2878,3552
4837,3114
5539,950
4126,3256
2419,1259
4381,1265
5767,165
5433,2353
1624,908
352,2433
181,266
1607,1179
412,924
6016,3528
3464,1923
635,916
3309,1077
747,3511
4793,2762
4917,1220
5675,1590
4443,1230
5405,1094
1904,1379
1500,1923
2947,3424
5426,1370
1391,158
5005,3681
2188,2436
3681,3505
3853,1222
5888,1022
5788,1990
3311,1393
4479,2529
3377,1615
1861,1953
3967,357
219,266
656,750
5026,3035
2733,1953
2478,1199
4949,2858
5511,3253
1323,39
2794,1188
1058,2693
1980,333
5361,1099
4024,1270
4041,2159
1170,785
5795,2067
3916,2336
2064,377
5001,3255
2837,1569
5002,953
25,737
628,317
4093,2791
1008,3543
975,3763
5671,1704
1882,3113
5755,2346
10,32
694,2872
4088,2505
379,1066
2279,2993
2296,3579
3985,290
1266,1537
1755,1025
3001,849
3270,1344
4578,1687
4786,225
4064,903
2156,1210
1499,1240
977,45
3945,153
3301,3627
4447,1292
1983,2011
5909,1196
1611,480
53,427
1977,1617
5319,2139
5664,2692
5387,1032
5268,3354
1804,2966
224,1242
1667,2490
3391,4
601,1885
187,3753
5136,1097
2682,737
2444,551
5321,1200
3292,852
4021,1270
1658,3253
2101,3156
4217,2985
4387,1707
5178,1961
2942,898
5684,1009
6025,912
4884,2599
3016,1266
5026,1013
308,1374
5463,2936
1303,1657
123,1228
5312,2396
2913,2336
5982,1197
3985,1411
2255,1907
5026,2529
1466,1916
1962,2338
3859,778
1889,3302
2346,1031
636,1917
3259,3147
5420,60
4342,2346
5217,2841
797,2469
3681,1389
4854,2361
5120,364
777,2643
3213,3510
4004,1408
1294,232
1396,3911
5397,1250
3092,541
5511,2987
1969,555
3770,987
5806,593
1444,3409
40,173
1112,1274
1240,3301
4123,260
5538,2406
1530,3527
4963,780
403,3148
5948,926
2489,1128
738,648
1449,2968
5645,2640
2312,2140
1741,3426
2181,1272
5437,162
3273,2020
2203,380
765,2133
3648,628
3058,2012
4418,3060
984,3546
3526,2628
2070,1580
4788,2054
5256,1943
5536,1704
4816,315
2878,2965
1671,1196
1980,1086
5555,32
3618,335
3390,3700
5976,590
3283,2985
1974,3794
1347,3484
889,427
5452,1687
3025,969
164,943
2247,2918
1302,2541
5565,551
4088,1646
4552,151
2928,1242
721,480
4446,2642
4390,849
3532,3247
5015,1587
1812,920
1948,2455
4418,902
5054,2294
4480,1595
5319,1336
5683,1923
4884,2427
2116,2139
4715,1100
3246,2412
3963,2430
3280,1911
3171,2159
1624,3633
1448,231
698,2054
1447,3033
1912,3811
666,1614
4028,3388
2820,733
431,1721
5788,2953
630,3685
5319,1777
979,2860
1880,1206
1396,85
927,2858
4579,1614
5744,2990
5086,3360
993,3386
5353,2474
1974,151
1985,1129
922,1370
4066,3421
1791,1244
4754,2513
752,3260
3690,276
4506,1267
5627,1095
482,2022
1863,3897
2162,1971
4688,1259
2085,485
5761,2752
5684,1970
4029,2565
2650,924
4904,1032
1207,266
1134,2762
3808,364
2792,1597
5536,2231
4373,1214
4786,364
2082,104
1941,2628
2544,3543
1980,3620
3358,2115
2125,736
5448,1371
2909,2921
2457,2871
161,1094
456,318
2929,1610
2883,3525
2472,2118
1125,356
1958,429
5605,353
1062,3037
3974,3834
5686,379
3032,1010
1724,150
4131,2628
5978,1707
2714,608
3276,434
1984,497
2096,555
2628,111
1096,480
563,1253
2168,2005
2854,2985
5860,1569
346,248
4482,3019
1678,2315
2092,2804
6040,2378
2525,1270
4798,2459
1785,3301
1764,223
287,1233
4389,2374
1134,1094
2645,1302
1194,1370
1777,1198
1988,3618
4072,3210
724,3565
5922,940
3032,1334
3836,2414
543,724
4035,110
1837,2380
3893,3718
3749,3253
4378,593
869,3439
5795,1909
4579,3717
163,2428
3015,920
2004,1909
889,220
889,3185
5077,3363
4958,2539
4801,1918
5531,1214
285,1208
1465,2648
1577,3
195,670
1266,2064
3899,2716
3718,1219
934,3798
655,3247
1696,1480
5831,2928
3201,1100
3526,1556
692,198
1276,1663
2595,2916
1815,3753
199,3836
1837,249
4609,3527
3464,39
4032,5
4908,1203
2267,608
2026,3771
4744,595
1448,3238
1449,460
910,3430
1068,594
2529,2016
4117,3623
3191,836
5107,780
3441,2485
319,728
5804,1721
4375,3257
1184,2134
1495,3000
3280,1907
823,2915
3618,2103
4345,3793
4386,3247
2479,3476
3217,308
3582,455
4327,1779
676,2455
4995,293
1237,1339
2808,866
5124,1797
3014,1747
1959,1213
1431,480
955,2268
6016,1735
1572,2134
3969,2393
5953,3054
4144,2300
4107,1198
1120,2338
3633,3836
5996,2375
3399,2985
2748,1030
1081,2717
2010,2383
1068,3259
5502,380
4227,3608
4683,590
2038,2529
4472,3805
238,650
5643,2132
4705,1907
2303,991
3623,2748
4732,2139
850,2644
5301,554
4601,1597
2692,588
3336,252
5937,3091
1988,497
3589,1201
4918,1573
3209,1497
5265,2203
1861,1713
2676,3334
2144,2717
5504,1167
3951,1049
3109,3865
1125,3174
4581,2383
4169,3045
3610,2936
3717,924
5772,3510
3701,1374
2116,541
1988,3169
4279,2460
1961,1275
4786,150
2462,3396
4490,3844
4121,1374
5463,1242
3561,3501
1501,1015
2015,459
5788,648
712,2762
481,1270
2251,2804
3216,2766
3859,733
1880,1
2326,2907
216,1982
2639,2473
3866,2858
1004,1373
3062,2572
1331,1267
956,1057
2181,87
3957,2088
2537,2040
166,231
2288,3503
5511,569
1856,1089
5623,1967
1776,466
245,2866
4816,168
2100,1035
4573,2870
1010,185
2105,3317
3908,265
710,2186
5369,1179
571,1909
2527,1201
3239,597
5538,2180
4170,858
3391,333
1727,355
4779,1103
5153,2469
5265,1161
4605,155
752,43
2957,2599
1712,971
1675,2394
2454,62
3558,260
3902,861
5996,2747
2901,1019
1921,2366
1617,1704
372,2080
1631,551
3833,3638
3201,344
3679,2691
2261,3005
788,2413
1716,2384
3683,750
4083,2598
984,2522
889,3284
4446,364
5002,2057
2067,921
890,3793
1759,344
2996,3576
3112,2826
5076,3067
659,1958
1859,1485
1698,904
1422,1500
5906,3481
1684,3409
2116,1090
5511,2334
699,788
4312,3071
2023,1702
5890,3047
3408,343
5536,2968
910,1084
5862,1588
1447,3254
1101,515
975,933
5000,2080
528,2688
5620,3688
5087,306
3885,1213
2173,2988
981,1729
202,2986
624,1374
4771,1197
1502,2393
129,1687
2316,3035
5354,376
1803,546
510,3159
2411,3301
2109,3340
1727,2011
1175,2485
1875,2243
5744,1247
1448,3619
1716,1704
4089,3844
2638,2247
1552,2378
4509,1213
5082,1073
1675,1373
1748,2363
5646,3471
5006,596
678,2953
877,3785
3644,1213
3308,662
4779,1633
5472,2949
2731,2988
4789,1625
2781,3113
302,1894
1764,231
4953,164
3272,1645
438,556
3133,110
4054,3254
3155,1944
3512,2046
4064,3471
4408,2565
4096,3396
1325,1196
3129,500
2010,1661
2484,2485
3942,3016
293,1298
1427,3513
5214,318
3410,231
5327,2723
5097,1019
6006,2037
3562,303
4169,1097
